UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-FROM VEHICLE,190251156,1/25/2019,656 PRYOR ST SW,303,Mechanicsville,V,33.73699,-84.39438
LARCENY-FROM VEHICLE,190251159,1/25/2019,57 PEACHTREE HILLS AVE NE,211,Peachtree Hills,B,33.81755,-84.38645
LARCENY-FROM VEHICLE,190251161,1/25/2019,563 BROADVIEW PL NE,211,Lindbergh/Morosgo,B,33.8217,-84.36492
LARCENY-FROM VEHICLE,190251317,1/25/2019,1356 ENGLISH ST NW,203,Blandtown,D,33.79331,-84.42067
LARCENY-NON VEHICLE,190250663,1/25/2019,3088 MIDDLETON RD NW,111,,I,33.75224,-84.49046
LARCENY-NON VEHICLE,190251088,1/25/2019,3330 PIEDMONT RD NE @Multiple,208,Buckhead Forest,B,33.84564,-84.37462
LARCENY-NON VEHICLE,190251063,1/25/2019,1770 RICHMOND CIR,307,Lakewood Heights,Y,33.70593,-84.37514
LARCENY-NON VEHICLE,190251024,1/25/2019,3315 ROSWELL RD NE @BUCKHEAD PLAZA APTS,208,Buckhead Forest,B,33.84558,-84.38007
LARCENY-NON VEHICLE,190251983,1/25/2019,3161 MAPLE DR NE,206,Buckhead Village,B,33.84163,-84.37187
LARCENY-NON VEHICLE,190251298,1/25/2019,554 CATIVO DR SW,406,Peyton Forest,I,33.74116,-84.47265
AUTO THEFT,190250854,1/25/2019,2421 2ND ST NW,110,Scotts Crossing,G,33.80283,-84.46743
AUTO THEFT,190251151,1/25/2019,2115 DEE DEE MUSE LN NW,204,Underwood Hills,D,33.81302,-84.42634
AUTO THEFT,190251654,1/25/2019,1836 ROCKRIDGE PL NE,213,Piedmont Heights,F,33.80529,-84.37356
AUTO THEFT,190250252,1/25/2019,1715 NORTHSIDE DR NW,207,Loring Heights,E,33.80181,-84.4071
AUTO THEFT,190250458,1/25/2019,2788 DEFOORS FERRY RD NW,201,,C,33.82114,-84.44713
AUTO THEFT,190250380,1/25/2019,2828 DEARWOOD DR SW,311,Hammond Park,X,33.6777,-84.40424
AUTO THEFT,190250268,1/25/2019,906 ADAMSON ST SW,303,Mechanicsville,V,33.73004,-84.39555
AUTO THEFT,190251078,1/25/2019,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81743,-84.351
AUTO THEFT,190250739,1/25/2019,351 CHEROKEE AVE SE,605,Grant Park,W,33.74515,-84.37349
AUTO THEFT,190242237,1/24/2019,464 FAIR ST SW,507,Castleberry Hill,M,33.74857,-84.40275
AUTO THEFT,190241319,1/24/2019,135 ANDREW YOUNG INTERNA BLVD NW,508,Downtown,M,33.76002,-84.39178
AUTO THEFT,190241469,1/24/2019,1458 ROME DR NW,105,Hunter Hills,K,33.76282,-84.43565
AUTO THEFT,190240717,1/24/2019,115 HILLIARD ST SE,604,Sweet Auburn,M,33.75182,-84.37696
AUTO THEFT,190240695,1/24/2019,790 PEYTON RD SW,406,,I,33.7342,-84.4805
AUTO THEFT,190240066,1/24/2019,2479 PEACHTREE RD NE,211,Peachtree Hills,B,33.82215,-84.3876
LARCENY-NON VEHICLE,190240675,1/24/2019,830 JOSEPH E LOWERY BLVD SW @WHITE STREET SW,401,West End,T,33.73221,-84.41772
LARCENY-NON VEHICLE,190241084,1/24/2019,1520 WOODBINE AVE SE,610,Kirkwood,O,33.75079,-84.33776
LARCENY-NON VEHICLE,190240881,1/24/2019,201 WASHINGTON ST SW @CENTRAL PRESBYTERIA,512,Downtown,M,33.74983,-84.38905
LARCENY-NON VEHICLE,190241926,1/24/2019,112 COURTLAND ST NE,510,Downtown,M,33.75756,-84.38434
LARCENY-NON VEHICLE,190242064,1/24/2019,230 PEACHTREE ST NW,508,Downtown,M,33.75996,-84.38768
LARCENY-FROM VEHICLE,190241902,1/24/2019,159 WHITEFOORD AVE SE,609,Edgewood,O,33.74898,-84.34235
LARCENY-FROM VEHICLE,190241598,1/24/2019,177 MOURY AVE SW,305,The Villages at Carver,Y,33.71348,-84.39052
LARCENY-NON VEHICLE,190241129,1/24/2019,401 17TH ST NW,501,Atlantic Station,E,33.7899,-84.40265
LARCENY-FROM VEHICLE,190240871,1/24/2019,2274 PEACHTREE RD NW,205,,C,33.81685,-84.39065
LARCENY-FROM VEHICLE,190242045,1/24/2019,794 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77614,-84.35269
LARCENY-FROM VEHICLE,190242119,1/24/2019,242 12TH ST NE,503,Midtown,E,33.78436,-84.37953
LARCENY-FROM VEHICLE,190241001,1/24/2019,1670 DEFOOR AVE NW,204,Underwood Hills,D,33.80059,-84.4188
LARCENY-FROM VEHICLE,190241518,1/24/2019,2000 MOORES MILL RD NW,201,,C,33.82081,-84.45063
LARCENY-FROM VEHICLE,190241536,1/24/2019,781 NEHEMIAH LN SW,407,Mays,H,33.74152,-84.50685
LARCENY-FROM VEHICLE,190242205,1/24/2019,1133 HUFF RD NW,203,Blandtown,D,33.78978,-84.42557
LARCENY-FROM VEHICLE,190242209,1/24/2019,1991 HOWELL MILL RD NW,205,Channing Valley,C,33.80902,-84.41277
LARCENY-FROM VEHICLE,190242242,1/24/2019,2 BAKER ST NE,509,Downtown,M,33.76234,-84.38731
LARCENY-FROM VEHICLE,190242276,1/24/2019,602 N HIGHLAND AVE NE @MANUELS,602,Poncey-Highland,N,33.77082,-84.35274
LARCENY-FROM VEHICLE,190242335,1/24/2019,299 N HIGHLAND AVE NE,602,Inman Park,N,33.76198,-84.35846
LARCENY-FROM VEHICLE,190240914,1/24/2019,1500 MARIETTA BLVD NW,203,Hills Park,D,33.79681,-84.4333
LARCENY-FROM VEHICLE,190240772,1/24/2019,2331 BOLTON RD NW,203,Bolton,D,33.81909,-84.46179
LARCENY-FROM VEHICLE,190240326,1/24/2019,668 METROPOLITAN PKWY SW,302,Pittsburgh,V,33.7365,-84.40753
LARCENY-FROM VEHICLE,190240755,1/24/2019,1544 PIEDMONT AVE NE @Multiple,213,Piedmont Heights,F,33.79789,-84.37101
LARCENY-FROM VEHICLE,190240765,1/24/2019,400 W PEACHTREE ST NW,504,Downtown,M,33.76614,-84.3876
LARCENY-NON VEHICLE,190240301,1/24/2019,3208 MARTIN LUTHER KING JR DR SW,406,,I,33.75188,-84.49244
LARCENY-NON VEHICLE,190241644,1/24/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,190240999,1/24/2019,1943 PEACHTREE RD NE,207,Brookwood Hills,E,33.80799,-84.39355
LARCENY-NON VEHICLE,190241329,1/24/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-NON VEHICLE,190241169,1/24/2019,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
LARCENY-NON VEHICLE,190242137,1/24/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,190241901,1/24/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,190241782,1/24/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,190240764,1/24/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-NON VEHICLE,190240720,1/24/2019,835 MARTIN LUTHER KING JR DR ,102,Vine City,L,33.75504,-84.41457
BURGLARY-RESIDENCE,190240722,1/24/2019,400 CLEVELAND AVE SW,311,Hammond Park,X,33.68078,-84.40234
BURGLARY-RESIDENCE,190241152,1/24/2019,505 TUFTON TRL SE,312,Glenrose Heights,Z,33.66475,-84.38415
BURGLARY-RESIDENCE,190240420,1/24/2019,248 WELLINGTON ST SW,104,Mozley Park,K,33.74833,-84.43802
BURGLARY-RESIDENCE,190242236,1/24/2019,1585 KENMORE ST SW,403,Cascade Avenue/Road,S,33.72342,-84.43974
BURGLARY-RESIDENCE,190242065,1/24/2019,1572 ATHENS AVE SW,301,Capitol View,X,33.71217,-84.40869
BURGLARY-RESIDENCE,190231506,1/24/2019,680 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.7067,-84.36412
BURGLARY-RESIDENCE,190241779,1/24/2019,4735 GREENBRIAR TRL SW,412,Greenbriar Village,P,33.70502,-84.54226
BURGLARY-RESIDENCE,190241806,1/24/2019,1888 EMERY ST NW,205,Wildwood (NPU-C),C,33.80701,-84.41444
AGG ASSAULT,190240979,1/24/2019,2448 COLORADO TRL SW,413,Arlington Estates,P,33.69102,-84.5371
AGG ASSAULT,190240134,1/24/2019,3410 ALEXANDER RD NE,209,North Buckhead,B,33.85387,-84.36702
AGG ASSAULT,190240153,1/24/2019,1401 GRAYMONT,408,Venetian Hills,S,33.71596,-84.43682
AGG ASSAULT,190242248,1/24/2019,3132 MCMURRAY DR SW,409,Southwest,R,33.70352,-84.49073
ROBBERY-PEDESTRIAN,190241095,1/24/2019,30 MARIETTA ST SW,511,Downtown,M,33.75352,-84.39189
ROBBERY-COMMERCIAL,190241342,1/24/2019,1975 HOWELL MILL RD NW,205,Channing Valley,C,33.80866,-84.41272
ROBBERY-PEDESTRIAN,190241049,1/24/2019,1333 WHITE ST SW,402,West End,T,33.73805,-84.43028
