UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
AGG ASSAULT,090140760,01/14/2009,511 NORTH AVE NE,511,Old Fourth Ward,M,33.77079,-84.37042,
AGG ASSAULT,090141830,01/14/2009,1956 LOIS PL NW,106,Grove Park,J,33.78441,-84.4516,
BURGLARY-RESIDENCE,090141639,01/14/2009,819 AMBER PL NW,110,Carroll Heights,H,33.77647,-84.51131,
BURGLARY-RESIDENCE,090141156,01/14/2009,178 MOURY AVE,305,The Villages at Carver,Y,33.71347,-84.39079,
AGG ASSAULT,090140989,01/14/2009,1391B MORELAND AVE SE,609,Custer/McDonough/Guice,W,33.71681,-84.34961,
BURGLARY-RESIDENCE,090142001,01/14/2009,342 SINCLAIR AVE NE,604,Inman Park,N,33.76372,-84.35427,
BURGLARY-RESIDENCE,090142068,01/14/2009,460 E LAKE BLVD SE,608,The Villages at East Lake,O,33.74025,-84.31379,
BURGLARY-RESIDENCE,090142100,01/14/2009,382 PICKFAIR AVE SW,306,Lakewood Heights,Y,33.70382,-84.4018,
BURGLARY-RESIDENCE,090140908,01/14/2009,405 FAIRBURN RD SW,413,Wildwood (NPU-H),H,33.74367,-84.50959,
BURGLARY-RESIDENCE,090141178,01/14/2009,266 BEVERLY RD NE,504,Ansley Park,E,33.79696,-84.37844,
BURGLARY-RESIDENCE,090140937,01/14/2009,2354 SANDSPRING DR SW,409,Sandlewood Estates,P,33.70231,-84.5383,
BURGLARY-RESIDENCE,090141829,01/14/2009,611 JOHN WESLEY DOBBS AVE NE,511,Old Fourth Ward,M,33.75933,-84.36721,
BURGLARY-RESIDENCE,090141021,01/14/2009,940 HILL ST SE,304,Grant Park,W,33.72881,-84.37825,
BURGLARY-RESIDENCE,090140996,01/14/2009,3683 AUSTIN WOODS DR SW,409,Kings Forest,P,33.70451,-84.50763,
BURGLARY-RESIDENCE,090130905,01/13/2009,266 ATLANTA AVE SE,302,Peoplestown,V,33.73057,-84.37916,
BURGLARY-RESIDENCE,090131070,01/13/2009,1298 CENTRA VILLA DR SW,406,Venetian Hills,S,33.71985,-84.45211,
BURGLARY-RESIDENCE,090131133,01/13/2009,1870 MYRTLE DR SW,408,Campbellton Road,R,33.7043,-84.45487,
AGG ASSAULT,090130208,01/13/2009,1670 HOSEA L WILLIAMS DR NE,607,Kirkwood,O,33.75364,-84.33275,
AGG ASSAULT,090130998,01/13/2009,1950 HOSEA L WILLIAMS DR NE,607,Kirkwood,O,33.75255,-84.32375,
AGG ASSAULT,090130078,01/13/2009,925 CANTERBURY RD NE,204,Pine Hills,B,33.8278,-84.3563,
AGG ASSAULT,090131781,01/13/2009,1711 THOMS DR NW,105,Grove Park,J,33.76969,-84.44324,
ROBBERY-RESIDENCE,090130373,01/13/2009,1725 HORTENSE PL NW,105,Grove Park,J,33.77626,-84.44293,
ROBBERY-PEDESTRIAN,090131240,01/13/2009,1700 THOMASVILLE DR SE,611,Thomasville Heights,Z,33.7037,-84.35503,
ROBBERY-PEDESTRIAN,090131177,01/13/2009,GRESHAM AVE SE / ORMEWOOD AVE SE,610,East Atlanta,W,33.73406,-84.34586,
ROBBERY-PEDESTRIAN,090130246,01/13/2009,562 COURTLAND ST NE,507,Downtown,M,33.76964,-84.38418,
ROBBERY-RESIDENCE,090132038,01/13/2009,906 ALLENE AVE SW,303,Adair Park,V,33.73031,-84.41347,
ROBBERY-PEDESTRIAN,090131870,01/13/2009,925 CONLEY RD SE,310,South River Gardens,Z,33.64996,-84.36061,
ROBBERY-PEDESTRIAN,090130276,01/13/2009,788 MAGNOLIA WAY,101,Vine City,L,33.75805,-84.41384,
BURGLARY-RESIDENCE,090130421,01/13/2009,2011 CASCADE RD SW,403,Cascade Avenue/Road,S,33.72158,-84.45425,
BURGLARY-RESIDENCE,090131838,01/13/2009,103 VANNOY ST SE,607,Edgewood,O,33.75068,-84.34672,
BURGLARY-RESIDENCE,090131840,01/13/2009,3200 STONE RD SW,408,Greenbriar,R,33.6697,-84.49403,
BURGLARY-RESIDENCE,090131768,01/13/2009,1980 CAMPBELLTON RD SW,408,Campbellton Road,R,33.70769,-84.45372,
BURGLARY-RESIDENCE,090130841,01/13/2009,167 CLAY ST SE,608,Kirkwood,O,33.74864,-84.33073,
BURGLARY-RESIDENCE,090130471,01/13/2009,575 ERIN AVE SW,312,Capitol View Manor,X,33.71951,-84.40649,
BURGLARY-RESIDENCE,090130398,01/13/2009,2284 BEECHER RD SW,403,Beecher Hills,I,33.72704,-84.46323,
BURGLARY-RESIDENCE,090131477,01/13/2009,1978 SPINK ST NW,209,Riverside,D,33.8093,-84.46809,
BURGLARY-RESIDENCE,090131621,01/13/2009,1398 LYNFORD DR SW,403,Oakland City,S,33.72309,-84.43367,
BURGLARY-RESIDENCE,090131684,01/13/2009,1703 GIBEN RD,306,Amal Heights,Y,33.70885,-84.39972,
BURGLARY-RESIDENCE,090131765,01/13/2009,4117 ARBOR GATES DR NE,204,Pine Hills,B,33.82644,-84.35848,
BURGLARY-RESIDENCE,090130875,01/13/2009,1209 GAULT ST SE,305 ,Chosewood Park,Y,33.72116,-84.37076,
BURGLARY-RESIDENCE,090131378,01/13/2009,3065 MCLENDON CIR NW,109,Collier Heights,I,33.78026,-84.48687,
BURGLARY-RESIDENCE,090131455,01/13/2009,1940 FISHER RD SE,609,Custer/McDonough/Guice,W,33.70979,-84.35849,
BURGLARY-RESIDENCE,090131463,01/13/2009,405 COLOGNE DR SE,310,Blair Villa/Poole Creek,Z,33.66222,-84.37835,
BURGLARY-RESIDENCE,090130872,01/13/2009,897 ROSE CIR SW,401,West End,T,33.73113,-84.41718,
BURGLARY-RESIDENCE,090130850,01/13/2009,925 TIFT AVE SW,303,Adair Park,V,33.72966,-84.41067,
BURGLARY-RESIDENCE,090130815,01/13/2009,1594 EZRA CHURCH DR NW,104,West Lake,J,33.75812,-84.44034,
BURGLARY-RESIDENCE,090130723,01/13/2009,2806 RIDGEVIEW DR SW,408,Greenbriar,,33.66904,-84.49203,
BURGLARY-RESIDENCE,090130568,01/13/2009,2759 EMERALD CT SW,412,Harland Terrace,I,33.75194,-84.47901,
BURGLARY-RESIDENCE,090130622,01/13/2009,28 ATLANTA AVE SE,302,Peoplestown,V,33.73065,-84.38707,
BURGLARY-RESIDENCE,090130691,01/13/2009,992 MICHIGAN AVE,103,Washington Park,K,33.75862,-84.4201,
BURGLARY-RESIDENCE,090132088,01/13/2009,1210 FAYETTEVILLE RD SE,610,East Atlanta,W,33.7211,-84.32887,
BURGLARY-RESIDENCE,090130762,01/13/2009,730 LILIAN ST SW,303,Adair Park,V,33.73102,-84.41165,
BURGLARY-NONRES,090130261,01/13/2009,100 EDGEWOOD AVE,509,Downtown,M,33.75456,-84.38521,
BURGLARY-NONRES,090130241,01/13/2009,60 ALABAMA ST SW,509,Downtown,M,33.75207,-84.38983,
BURGLARY-NONRES,090130155,01/13/2009,563 MEMORIAL DR SE,304,Grant Park,W,33.7464,-84.36911,
BURGLARY-NONRES,090130449,01/13/2009,401 NEWPORT ST NW,111,English Avenue,L,33.76562,-84.41364,
BURGLARY-NONRES,090130502,01/13/2009,714 LINDBERGH DR NE,204,Lindbergh/Morosgo,B,33.82073,-84.36436,
BURGLARY-RESIDENCE,090130847,01/13/2009,320 FAIRBURN RD SW,413,Fairburn Mays,H,33.7451,-84.50858,
BURGLARY-RESIDENCE,090130650,01/13/2009,1975 ALISON CT SW,408,Campbellton Road,R,33.70081,-84.45327,
BURGLARY-RESIDENCE,090130838,01/13/2009,299 WELLINGTON ST SW,402,Westview,T,33.74706,-84.43901,
BURGLARY-RESIDENCE,090131623,01/13/2009,976 CONNALLY ST SE,302,Peoplestown,V,33.72779,-84.38123,
LARCENY-FROM VEHICLE,090131708,01/13/2009,1874 PEACHTREE RD NW,210,Ardmore,E,33.80624,-84.3944,
LARCENY-FROM VEHICLE,090131742,01/13/2009,102 OLLIE ST NW @WASHINGTON PARK,103,Washington Park,K,33.75799,-84.42287,
LARCENY-FROM VEHICLE,090131784,01/13/2009,3930 WILDWOOD LAKE DR SW,413,Wildwood (NPU-H),H,33.74475,-84.51632,
LARCENY-FROM VEHICLE,090131167,01/13/2009,800 MIAMI CIR NE,204,Lindbergh/Morosgo,B,33.83098,-84.36329,
LARCENY-FROM VEHICLE,090131098,01/13/2009,705 FAIRFIELD RD NW,202,Mt. Paran/Northside,A,33.86041,-84.41163,
LARCENY-FROM VEHICLE,090131445,01/13/2009,240 PEACHTREE ST NW @MERCHANDISE MART,507,Downtown,M,33.76056,-84.38834,
LARCENY-FROM VEHICLE,090131246,01/13/2009,ON JOHN HOPE DR AT FAIR ST,107,The Villages at Castleberry Hill,T,33.74934,-84.41043,
LARCENY-FROM VEHICLE,090131173,01/13/2009,873 CHARLES ALLEN DR NE,505,Midtown,E,33.7785,-84.37238,
LARCENY-FROM VEHICLE,090130995,01/13/2009,3528 PACES PL NW,201,Paces,A,33.85122,-84.43338,
LARCENY-FROM VEHICLE,090131382,01/13/2009,130 TRINITY AVE SW,508,Downtown,M,33.7485,-84.39199,
LARCENY-FROM VEHICLE,090131398,01/13/2009,75 MARTIN LUTHER KING JR DRIVE,509,Downtown,M,33.75119,-84.38996,
LARCENY-NON VEHICLE,090130975,01/13/2009,2841 GREENBRIAR PKWY SW,408,Greenbriar,R,33.68677,-84.49773,
LARCENY-NON VEHICLE,090131126,01/13/2009,375 18TH ST NW,501,Atlantic Station,E,33.79163,-84.40099,
LARCENY-NON VEHICLE,090130069,01/13/2009,3465 NORTHSIDE PKWY NW,202,Randall Mill,A,33.84958,-84.42962,
LARCENY-NON VEHICLE,090131798,01/13/2009,2685 METROPOLITAN PKWY SW,308,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,090131935,01/13/2009,1275 CAROLINE ST NE,607,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,090132053,01/13/2009,3030 HEADLAND DR SW;,408,Greenbriar,R,33.68841,-84.48742,
LARCENY-NON VEHICLE,090131705,01/13/2009,2020 CAMPBELLTON RD SW,407,Adams Park,R,33.70653,-84.45745,
LARCENY-NON VEHICLE,090131091,01/13/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090131436,01/13/2009,1801 HOWELL MILL RD NW,208,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,090131787,01/13/2009,1801 HOWELL MILL ROAD,208,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,090131535,01/13/2009,1344 METROPOLITAN PKWY SW,312,Capitol View Manor,X,33.71803,-84.40774,
LARCENY-FROM VEHICLE,090131289,01/13/2009,1247 JOSEPH E BOONE BLVD NW,102,Bankhead,K,33.76361,-84.42842,
LARCENY-FROM VEHICLE,090132092,01/13/2009,1801 HOWELL MILL RD NW,208,Berkeley Park,D,33.80388,-84.41278,
LARCENY-FROM VEHICLE,090132103,01/13/2009,188 14TH ST NE,504,Midtown,E,33.78663,-84.38139,
LARCENY-FROM VEHICLE,090131890,01/13/2009,1073 PIEDMONT AVE NE @PIEDMONT PARK,504,Midtown,E,33.78384,-84.37897,
LARCENY-FROM VEHICLE,090132035,01/13/2009,709 PERSHING AVE SE,609,Boulevard Heights,W,33.72174,-84.3648,
LARCENY-FROM VEHICLE,090131995,01/13/2009,1076 LOS ANGELES AVE NE,603,Virginia Highland,F,33.78329,-84.35202,
LARCENY-FROM VEHICLE,090130465,01/13/2009,17 BAKER,507,Downtown,M,33.76215,-84.38675,
LARCENY-FROM VEHICLE,090130417,01/13/2009,469 CLAIRE DR NE;,605,Lake Claire,N,33.76704,-84.32343,
LARCENY-FROM VEHICLE,090130457,01/13/2009,383 PATTERSON AVE SE,610,East Atlanta,W,33.74338,-84.34314,
LARCENY-FROM VEHICLE,090130238,01/13/2009,785 ASHLAND AVE NE,604,Inman Park,N,33.75773,-84.36196,
LARCENY-FROM VEHICLE,090130836,01/13/2009,166 ELEANOR ST SE,608,Kirkwood,O,33.74836,-84.32405,
LARCENY-FROM VEHICLE,090130511,01/13/2009,116 PONCE DE LEON AVE NE,503,Midtown,E,33.77248,-84.38382,
LARCENY-FROM VEHICLE,090130264,01/13/2009,1144 NORTH AVE NE,604,Poncey-Highland,N,33.77135,-84.3499,
LARCENY-FROM VEHICLE,090130307,01/13/2009,713 WINDSOR ST SW,301,Mechanicsville,V,33.73543,-84.39856,
LARCENY-FROM VEHICLE,090130550,01/13/2009,2113 DELANO DR NE,607,Kirkwood,O,33.75505,-84.31846,
LARCENY-FROM VEHICLE,090130725,01/13/2009,350 PETERS ST SW,508,Castleberry Hill,M,33.7452,-84.40406,
LARCENY-FROM VEHICLE,090130106,01/13/2009,1829 CAMPBELLTON RD SW,406,Venetian Hills,S,33.71,-84.44863,
LARCENY-FROM VEHICLE,090130787,01/13/2009,3424 PEACHTREE RD NE,203,North Buckhead,B,33.85153,-84.36486,
LARCENY-FROM VEHICLE,090130760,01/13/2009,3773 VERMONT RD NE,203,Brookhaven,B,33.85792,-84.35312,
LARCENY-NON VEHICLE,090130776,01/13/2009,1099 EUCLID AVE,604,Inman Park,N,33.76376,-84.35075,
LARCENY-NON VEHICLE,090130752,01/13/2009,303 BOULEVARD NE,511,Old Fourth Ward,M,33.76253,-84.37188,
LARCENY-NON VEHICLE,090131172,01/13/2009,231 PEACHTREE ST NE,507,Downtown,M,33.76045,-84.38746,
LARCENY-NON VEHICLE,090131779,01/13/2009,2798 PEEK RD NW,109,Collier Heights,I,33.77751,-84.478,
LARCENY-NON VEHICLE,090131640,01/13/2009,995 GREENWOOD AVE NE,603,Virginia Highland,F,33.77661,-84.35455,
LARCENY-FROM VEHICLE,090131247,01/13/2009,854 REGINA,104,Center Hill,J,33.77893,-84.47272,
LARCENY-FROM VEHICLE,090130612,01/13/2009,1056 WELCH ST SW,303,Pittsburgh,V,33.72611,-84.40465,
LARCENY-FROM VEHICLE,090131683,01/13/2009,2151 JERNIGAN DR SE,307,Lakewood,Z,33.6955,-84.37264,
LARCENY-FROM VEHICLE,090131340,01/13/2009,950 W PEACHTREE ST NW,502,Midtown,E,33.7805,-84.38752,
LARCENY-FROM VEHICLE,090130303,01/13/2009,477 KENDRICK AVE SE,304,Grant Park,W,33.72907,-84.37185,
LARCENY-NON VEHICLE,090130624,01/13/2009,250 SPRING ST SW,508,Castleberry Hill,M,33.7476,-84.39805,
LARCENY-NON VEHICLE,090130510,01/13/2009,540 PHARR ROAD,205,Mechanicsville,V,33.74004,-84.39433,
LARCENY-NON VEHICLE,090111051,01/13/2009,3232 PEACHTREE RD NE,205,Buckhead Forest,B,33.84413,-84.37409,
LARCENY-NON VEHICLE,090130473,01/13/2009,3255 CASCADE PARC BLVD SW,407,Southwest,R,33.69904,-84.49652,
LARCENY-NON VEHICLE,090130973,01/13/2009,35 LINDEN AVE NE,507,Downtown,M,33.76941,-84.38649,
LARCENY-NON VEHICLE,090130740,01/13/2009,1640 STANWOOD AVE SE,608,Kirkwood,O,33.75234,-84.33379,
LARCENY-NON VEHICLE,090131657,01/13/2009,760 PALATINE AVE SE,609,Ormewood Park,W,33.73364,-84.35585,
LARCENY-NON VEHICLE,090138080,01/13/2009,10700 SPINE RD,703,,,33.64067,-84.43261,
LARCENY-NON VEHICLE,090130508,01/13/2009,446 SEMINOLE AVE NE,604,Inman Park,N,33.76631,-84.34982,
LARCENY-NON VEHICLE,090138010,01/13/2009,GATE E7 @12700 SPINE RD,703,,,33.63932,-84.42514,
LARCENY-NON VEHICLE,090130067,01/13/2009,1357 WICHITA DR SW,406,Venetian Hills,S,33.71865,-84.44237,
LARCENY-NON VEHICLE,090130255,01/13/2009,1325 GRANT ST SE,305,Chosewood Park,Y,33.71864,-84.37699,
LARCENY-NON VEHICLE,090120702,01/13/2009,360 PEACHTREE ST NE,507,Downtown,M,33.76444,-84.38647,
AUTO THEFT,090131501,01/13/2009,288 LAWSHE ST,107,,T,33.74714,-84.41106,
AUTO THEFT,090131252,01/13/2009,2400 ARNO DRIVE,106,Scotts Crossing,G,33.79919,-84.47004,
AUTO THEFT,090130275,01/13/2009,675 CEDAR AVE,104,Center Hill,J,33.77347,-84.46472,
AUTO THEFT,090130842,01/13/2009,1870 MYRTLE DR SW,408,Campbellton Road,R,33.70408,-84.45439,
AUTO THEFT,090130247,01/13/2009,3405 MAYNARD CT NW,110,Bankhead Courts,H,33.79289,-84.50058,
AUTO THEFT,090130297,01/13/2009,812 MAGNOLIA WAY NW,101,Vine City,L,33.75805,-84.41416,
AUTO THEFT,090132081,01/13/2009,542 WALDO ST SE,304,Grant Park,W,33.73958,-84.3664,
AUTO THEFT,090130683,01/13/2009,2799 METROPOLITAN PKWY SW,308,Hammond Park,X,33.6786,-84.40829,
AUTO THEFT,090131921,01/13/2009,210 AUBURN AVE NE,509,Downtown,M,33.75563,-84.38092,
AUTO THEFT,090131967,01/13/2009,660 PEACHTREE ST NE,503,Midtown,E,33.7727,-84.38497,
AUTO THEFT,090120294,01/12/2009,1783 JOHNSON RD NW,102,Rockdale,G,33.78541,-84.44539,
AUTO THEFT,090110881,01/12/2009,1510 AVON AVE,403,Venetian Hills,S,33.72222,-84.43748,
AUTO THEFT,090121585,01/12/2009,SPRING ST NW / NASSAU ST NW,506,Downtown,M,33.75776,-84.39157,
AUTO THEFT,090122019,01/12/2009,1604 ATHENS AVE SW,312,Capitol View,X,33.71121,-84.40872,
AUTO THEFT,090121909,01/12/2009,586 SHANNON DR SW,312,Capitol View Manor,X,33.71701,-84.40683,
AUTO THEFT,090121710,01/12/2009,812 SAINT CHARLES AVE NE,603,Virginia Highland,F,33.77572,-84.36082,
AUTO THEFT,090120962,01/12/2009,50 MOUNT ZION RD SW,309,Glenrose Heights,Z,33.67273,-84.39067,
AUTO THEFT,090120238,01/12/2009,3607 GINNIS DR SW,413,Fairburn Mays,H,33.73139,-84.51111,
AUTO THEFT,090120234,01/12/2009,311 SCOTT ST SW,412,,I,33.74956,-84.49595,
AUTO THEFT,090120911,01/12/2009,3030 HEADLAND DR SW,408,Greenbriar,R,33.68841,-84.48742,
AUTO THEFT,090120802,01/12/2009,221 PEACHTREE ST NE,507,Downtown,M,33.76017,-84.38746,
AUTO THEFT,090120484,01/12/2009,1935 ALISON CT SW,408,Fort Valley,R,33.70055,-84.45149,
AUTO THEFT,090120280,01/12/2009,86 PRATT ST SE,509,Downtown,M,33.75245,-84.38006,
AUTO THEFT,090121162,01/12/2009,430 CENTENNIAL OLYMPIC P DR NW,506,Downtown,M,33.76635,-84.39239,
AUTO THEFT,090121241,01/12/2009,1273 EUCLID AVE NE,605,Candler Park,N,33.76743,-84.34629,
AUTO THEFT,090121821,01/12/2009,256 CLIFTON ST SE,608,Kirkwood,O,33.74598,-84.33114,
AUTO THEFT,090121830,01/12/2009,55 IVAN ALLEN JR BLVD NW,506,Downtown,M,33.76477,-84.38936,
AUTO THEFT,090120323,01/12/2009,1888 PEACHTREE RD NW,210,Ardmore,E,33.80648,-84.39432,
LARCENY-NON VEHICLE,090120588,01/12/2009,DEERWOOD DR SW / DEERBORNE CT SW,410,Ben Hill,P,33.67112,-84.51528,
LARCENY-NON VEHICLE,090121284,01/12/2009,1630 METROPOLITAN PKWY SW @ATLANTA METRO COLLEG,311,Sylvan Hills,X,33.71012,-84.40781,
LARCENY-NON VEHICLE,090121507,01/12/2009,1286 GUN CLUB RD,106,Almond Park,G,33.7895,-84.4606,
LARCENY-NON VEHICLE,090121827,01/12/2009,275 E LAKE BLVD SE,608,The Villages at East Lake,O,33.74533,-84.31429,
LARCENY-NON VEHICLE,090120680,01/12/2009,141 LAKEVIEW AVE NE,206,Peachtree Heights East,B,33.82425,-84.38229,
LARCENY-NON VEHICLE,090122077,01/12/2009,2429 MARTIN L KING,412,Florida Heights,I,33.75246,-84.46669,
LARCENY-NON VEHICLE,090120763,01/12/2009,SPRING ST NW / 14TH ST NW,502,Midtown,E,33.78668,-84.38925,
LARCENY-NON VEHICLE,090121031,01/12/2009,110 E ANDREWS DR NW,205,South Tuxedo Park,B,33.84323,-84.38291,
LARCENY-NON VEHICLE,090121093,01/12/2009,3478 INGLEDALE DR SW,409,Heritage Valley,P,33.70482,-84.50033,
LARCENY-NON VEHICLE,090121106,01/12/2009,659 AUBURN AVE NE,511,Old Fourth Ward,M,33.75694,-84.36627,
LARCENY-FROM VEHICLE,090120313,01/12/2009,302 KING ST SE,302,Capitol Gateway,V,33.74664,-84.38253,
LARCENY-FROM VEHICLE,090120771,01/12/2009,447 PASLEY AVE SE,610,East Atlanta,W,33.74163,-84.33732,
LARCENY-FROM VEHICLE,090121414,01/12/2009,2933 SHELLY DRIVE  SW,411,Peyton Forest,I,33.74418,-84.48375,
LARCENY-FROM VEHICLE,090121852,01/12/2009,4014 KENNER DR SW,413,Adamsville,H,33.75872,-84.50882,
LARCENY-FROM VEHICLE,090121231,01/12/2009,1547 MONTREAT PL SW,403,Cascade Avenue/Road,S,33.73042,-84.43847,
LARCENY-FROM VEHICLE,090111489,01/12/2009,1968 PEACHTREE RD NW,210,,E,33.81,-84.39583,
LARCENY-FROM VEHICLE,090120364,01/12/2009,1327 BOYD AVE NW,209,Blandtown,D,33.791,-84.41891,
LARCENY-FROM VEHICLE,090120383,01/12/2009,2430 CHESHIRE BRIDGE RD NE;,602,Lindridge/Martin Manor,F,33.82149,-84.35161,
LARCENY-NON VEHICLE,090121690,01/12/2009,1176 MEMORIAL DR SE,607,Edgewood,O,33.74784,-84.34875,
LARCENY-NON VEHICLE,090120748,01/12/2009,240 PEACHTREE ST NW,507,Downtown,M,33.76056,-84.38835,
LARCENY-NON VEHICLE,090120585,01/12/2009,215 PEACHTREE ST,506,Downtown,M,33.75992,-84.38715,
LARCENY-NON VEHICLE,090120983,01/12/2009,1071 CONSTITUTION RD SE,611,Leila Valley,Z,33.69272,-84.35447,
LARCENY-NON VEHICLE,090120728,01/12/2009,239 W LAKE AVE NW,104,West Lake,J,33.76077,-84.44203,
LARCENY-NON VEHICLE,090120600,01/12/2009,3160 HOWELL MILL RD,207,,C,33.84055,-84.42855,
LARCENY-NON VEHICLE,090121201,01/12/2009,725 PONCE DE LEON AVE NE,604,Poncey-Highland,N,33.77343,-84.36351,
LARCENY-FROM VEHICLE,090121997,01/12/2009,643 MARTIN L KING JR DR NW,101,Vine City,L,33.75494,-84.40855,
LARCENY-FROM VEHICLE,090121993,01/12/2009,931 MONROE DR NE,505,Midtown,E,33.77973,-84.3676,
LARCENY-FROM VEHICLE,090121977,01/12/2009,370 NORTHSIDE DR NW,111,English Avenue,L,33.76507,-84.4042,
LARCENY-FROM VEHICLE,090121128,01/12/2009,1250 W PEACHTREE,502,Midtown,E,33.78837,-84.3879,
LARCENY-FROM VEHICLE,090121017,01/12/2009,4087 DOSTER ST SW,413,Wilson Mill Meadows,H,33.75347,-84.52131,
LARCENY-FROM VEHICLE,090121207,01/12/2009,219 PRYOR ST SW,508,Downtown,M,33.74889,-84.39342,
LARCENY-FROM VEHICLE,090121159,01/12/2009,2000 MANCHESTER ST NE,602,Morningside/Lenox Park,F,33.80943,-84.36375,
LARCENY-FROM VEHICLE,090121048,01/12/2009,3390 FAIRBURN RD SW,410,Ben Hill,P,33.6639,-84.52377,
LARCENY-FROM VEHICLE,090120618,01/12/2009,675 PONCE DE LEON AVE NE @CITY HALL EAST,505,Old Fourth Ward,M,33.77296,-84.36504,
LARCENY-FROM VEHICLE,090120244,01/12/2009,250  BAKER ST,506,Downtown,M,33.76163,-84.39547,
LARCENY-FROM VEHICLE,090121597,01/12/2009,2788 DEFOORS FERRY RD NW,208,,C,33.82114,-84.44713,
LARCENY-FROM VEHICLE,090121804,01/12/2009,2125 JOSEPH E BOONE BLVD NW,104,Center Hill,J,33.76479,-84.4579,
LARCENY-FROM VEHICLE,090120691,01/12/2009,921 MYRTLE ST NE,502,Midtown,E,33.77975,-84.37945,
LARCENY-FROM VEHICLE,090121911,01/12/2009,3101 PIEDMONT RD NE,206,Peachtree Park,B,33.84075,-84.36979,
LARCENY-FROM VEHICLE,090121286,01/12/2009,184 JOHN HOPE DR SW,107,The Villages at Castleberry Hill,T,33.74973,-84.41033,
LARCENY-NON VEHICLE,090121794,01/12/2009,725 PONCE DE LEON AVE NE,604,Poncey-Highland,N,33.77343,-84.36351,
LARCENY-NON VEHICLE,090121994,01/12/2009,1990 DONALD LEE HOLLOWELL,106,Grove Park,J,33.77617,-84.44968,
LARCENY-NON VEHICLE,090121674,01/12/2009,375 18TH ST NW,501,Atlantic Station,E,33.79163,-84.40099,
LARCENY-FROM VEHICLE,090120396,01/12/2009,1711 MARIETTA BLVD NW @FIRE STATION 8,209,Hills Park,D,33.80083,-84.43539,
BURGLARY-RESIDENCE,090120810,01/12/2009,624 WAYNES CT SE,310,South River Gardens,Z,33.67219,-84.36888,
BURGLARY-RESIDENCE,090120872,01/12/2009,1501 MONTEEL DR NW,108,Monroe Heights,G,33.79608,-84.48344,
LARCENY-NON VEHICLE,090120706,01/12/2009,590 CASCADE AVE SW,402,West End,T,33.73812,-84.43276,
LARCENY-NON VEHICLE,090120768,01/12/2009,2525 PIEDMONT RD,205,Lindbergh/Morosgo,B,33.824,-84.36521,
LARCENY-NON VEHICLE,090120021,01/12/2009,2621 DONALD LEE HOLLOWELL PKWY NW,106,Center Hill,J,33.77617,-84.47272,
LARCENY-NON VEHICLE,090121418,01/12/2009,3232 PEACHTREE RD NE,205,Buckhead Forest,B,33.84413,-84.37409,
LARCENY-NON VEHICLE,090121600,01/12/2009,1801 HOWELL MILL RD NW,208,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,090120980,01/12/2009,2685 METROPOLITAN PKWY SW,308,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,090121016,01/12/2009,50 UPPER ALABAMA STREET SW,509,Downtown,M,33.75194,-84.38964,
BURGLARY-NONRES,090120136,01/12/2009,1461 SYLVAN RD SW,407,Sylvan Hills,X,33.71477,-84.41856,
BURGLARY-NONRES,090120007,01/12/2009,1056 N HIGHLAND AVE NE,603,Virginia Highland,F,33.78345,-84.35491,
BURGLARY-NONRES,090120503,01/12/2009,1181 JOSEPH E BOONE BLVD NW,102,Bankhead,K,33.7636,-84.4263,
BURGLARY-NONRES,090120756,01/12/2009,590 NORTH AVE NW,111,English Avenue,L,33.76963,-84.40668,
BURGLARY-NONRES,090120944,01/12/2009,1517 WESTVIEW DR,103,Mozley Park,K,33.74768,-84.43718,
BURGLARY-NONRES,090120286,01/12/2009,736 PONCE DE LEON AVE NE,603,Virginia Highland,F,33.77386,-84.3631,
BURGLARY-NONRES,090120377,01/12/2009,3740 ROSWELL RD NE,203,East Chastain Park,B,33.85711,-84.38215,
BURGLARY-NONRES,090120319,01/12/2009,433 PEEPLES ST SW,107,Harris Chiles,T,33.74329,-84.42156,
BURGLARY-NONRES,090120349,01/12/2009,2866 FORREST HILLS DR SW,309,Hammond Park,X,33.67725,-84.39889,
BURGLARY-NONRES,090120362,01/12/2009,151 14TH ST NW,501,Home Park,E,33.7873,-84.39241,
BURGLARY-NONRES,090120478,01/12/2009,150 PINE ST,507,Downtown,M,33.76774,-84.38249,
BURGLARY-RESIDENCE,090121473,01/12/2009,203 HARWELL PL,109,Collier Heights,I,33.7809,-84.49374,
BURGLARY-RESIDENCE,090121413,01/12/2009,379 IRWIN ST NE,510,Sweet Auburn,M,33.75748,-84.37513,
BURGLARY-RESIDENCE,090121332,01/12/2009,2550 SPRINGDALE ROAD,307,Perkerson,X,33.68519,-84.41496,
BURGLARY-RESIDENCE,090121242,01/12/2009,405 FAIRBURN ROAD,412,Wildwood (NPU-H),H,33.74367,-84.50959,
